sample	strain	publication	study	study_id	year	location	lat	lon	copynumber	more_than1	presence	period
SRR189273	TZ14_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Tanzania	-9	33	0.16718339614023067	305	absent	<2010
SRR8494429	UA_Ode_16_46	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	46	31	0.1671640972935937	213	absent	2010-2017
SRR189378	RG35_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.16705561265273497	357	absent	<2010
SRR8439128	UA_Cho_15_67	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.1670509306840242	218	absent	2010-2017
SRR900425	ZS5_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	1990	Zimbabwe	-18	28	0.16683978531460544	435	absent	<2010
SRR8494440	DK_Kar_16_2	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10	0.1666456549046477	237	absent	2010-2017
SRR189266	NG6N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Nigeria	12	13	0.166551901336074	450	absent	<2010
SRR3939097	PA_li_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	40	-75	0.16629622016672377	114	absent	2010-2017
SRR8494461	ES_Tom_16_36	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	39	-3	0.1662858284800731	116	absent	2010-2017
SRR5647774	FI_Aka_14_37	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	61	24	0.1660525294050474	137	absent	2010-2017
SRR1663604	ZW139	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.16592029233755853	46	absent	<2010
SRR1663593	T35	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.16589128697042366	213	absent	<2010
DrosEu-217	FI_Pir_Aka_1_2017-07-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Finland	61.1	23.5	0.16576384606600433	179	absent	2017-2019
SRR8494436	UA_Yal_16_61	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	45	34	0.16483224848692474	182	absent	2010-2017
SRR189398	RG5_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.1647939933767272	414	absent	<2010
SRR8494453	HU_Sze_16_14	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Hungary	46	20	0.16455829622016674	186	absent	2010-2017
DrosEu-142	UA_Zap_Zap_1_2019-06-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	47.803529	35.202091	0.16394244604316546	107	absent	2017-2019
SRR8494452	DE_Bro_16_11	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	8	0.16361801986981844	167	absent	2010-2017
DrosEu-229	UA_Ode_Ode_1_2017-08-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	46.441227	30.771592	0.16350211259563777	105	absent	2017-2019
SRR1663566	N10	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.163259792166267	346	absent	<2010
SRR189048	CO16_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.163225191275551	346	absent	<2010
DrosEu-108	NL_Gro_Gro_1_2020-10-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Netherlands	53.15917	6.3066700000000004	0.16305058810094783	41	absent	2020-2021
SRR8494465	TR_Yes_16_40	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.16268505195843325	100	absent	2010-2017
DrosEu-126	UA_Kie_Vys_1_2020-08-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Ukraine	50.383359	30.367921	0.16260637204522096	114	absent	2020-2021
SRR8494454	DE_Mun_16_13	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	12	0.16256674660271783	153	absent	2010-2017
SRR8439149	UA_Cho_15_65	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.16197681854516385	151	absent	2010-2017
SRR8494460	ES_Tom_16_37	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	39	-3	0.16189916638118076	201	absent	2010-2017
SRR8494468	TR_Yes_16_43	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.161587073198584	187	absent	2010-2017
SRR8061818	WA_se_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	47	-122	0.16126424574626014	366	absent	2010-2017
SRR3939044	CA_tu_13_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	38	-120	0.161242777206806	230	absent	2010-2017
SRR8494472	ES_Gim_16_34	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	42	0	0.16103414411328082	149	absent	2010-2017
SRR3939050	CA_pl_13_frost	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	39	-121	0.16010985497316432	248	absent	2010-2017
SRR23876579	H16	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.1600427086901907	47	absent	<2010
SRR5647770	PT_Rec_14_33	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Portugal	41	-8	0.1594752769213201	95	absent	2010-2017
SRR1663570	N15	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.15932328422975903	103	absent	<2010
SRR5647747	UA_Kha_14_45	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	36	0.1592143428114651	77	absent	2010-2017
SRR189425	ZI268_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2010	Zambia	-17	29	0.15852198241406876	391	absent	2010-2017
SRR1663584	T09	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.1583367591640973	219	absent	<2010
SRR1663598	ZH23	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.15829622016672376	199	absent	<2010
SRR1663544	I03	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.1582755509877812	47	absent	<2010
SRR1663561	N01	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.15821183053557156	364	absent	<2010
SRR189255	KR42_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.15812218796391458	486	absent	<2010
SRR1663592	T30	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.15788397853146055	242	absent	<2010
SRR1663587	T22A	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.15779696243005595	118	absent	<2010
SRR3939077	VA_ch_14_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	38	-78	0.1577410071942446	63	absent	2010-2017
SRR1663562	N02	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.1577281032317003	171	absent	<2010
SRR1663569	N14	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.15695831905903848	130	absent	<2010
SRR1663558	I34	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.15694598606828822	115	absent	<2010
DrosEu-116	GB_Per_Dru_1_2020-09-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	United Kingdom	56.32034	-3.78092	0.1567930798218568	105	absent	2020-2021
SRR1663553	I24	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.15629827566518217	126	absent	<2010
SRR8494449	RU_Val_16_19	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33	0.15601450268356742	82	absent	2010-2017
SRR5647731	UA_Che_14_47	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	30	0.15598618248258536	158	absent	2010-2017
SRR8494433	UA_Cho_16_62	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	51	30	0.1553104944615736	94	absent	2010-2017
DrosEu-182	UA_Pol_Pyr_1_2019-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.3265	32.493228	0.1552247344981158	82	absent	2017-2019
SRR5647741	RU_Val_14_51	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Russia	58	33	0.1552143428114651	192	absent	2010-2017
SRR8494479	RS_Kal_16_28	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	43	22	0.15520132465456207	112	absent	2010-2017
SRR1663550	I17	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.15505846751170493	74	absent	<2010
SRR189254	KR39_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.1549658558867192	343	absent	<2010
SRR1663565	N07	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.15438243690761677	164	absent	<2010
DrosEu-186	GB_Fif_Dai_1_2020-MM-DD	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	United Kingdom	56.34716	-2.95054	0.15428925431083704	79	absent	2020-2021
SRR8439115	UA_Cho_15_70	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.15389825282631037	126	absent	2010-2017
SRR8494448	UA_Kan_16_57	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	32	0.15315690304898938	104	absent	2010-2017
SRR189387	RG3_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.15303631380609797	315	absent	<2010
SRR189084	EZ63-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	8	39	0.1523194016215599	265	absent	<2010
SRR8494446	UA_Kha_16_58	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Ukraine	50	36	0.15216010049103576	129	absent	2010-2017
SRR8494438	DK_Kar_16_3	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Denmark	56	10	0.1520099349092155	133	absent	2010-2017
SRR8494459	CH_Cha_16_38	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Switzerland	47	7	0.15191778006166495	143	absent	2010-2017
SRR189261	KT1_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	-1	37	0.15190156446271555	309	absent	<2010
SRR1663571	N16	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.15184469567203382	165	absent	<2010
SRR8439139	UA_Cho_15_69	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	51	30	0.15182494004796163	126	absent	2010-2017
SRR1663545	I04	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.15152495146739753	152	absent	<2010
SRR8494477	RU_Val_16_21	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Russia	58	33	0.15121651250428228	47	absent	2010-2017
SRR8494434	DE_Bro_16_10	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	8	0.15082208518899165	70	absent	2010-2017
SRR5647773	FI_Ves_14_38	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Finland	63	26	0.15059221194472994	58	absent	2010-2017
SRR8494435	FR_Vil_16_9	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	France	49	2	0.1504764188649081	179	absent	2010-2017
SRR8494464	TR_Yes_16_41	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.15042034943473792	75	absent	2010-2017
SRR3590560	PA_li_12_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2012	USA	40	-75	0.14968870617791483	47	absent	2010-2017
SRR189243	KN34_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.14936450839328536	301	absent	<2010
SRR1663581	T04	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.14878154619161815	153	absent	<2010
SRR8439147	UA_Kyi_15_64	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2015	Ukraine	50	30	0.14853066118533745	101	absent	2010-2017
DrosEu-91	DE_Bay_Mun_1_2019-06-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.18	11.61	0.14816935023409844	26	absent	2017-2019
SRR189416	UG7_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Uganda	1	33	0.1477338129496403	334	absent	<2010
SRR1663575	N22	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.1477323284229759	127	absent	<2010
SRR306621	RG8_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.1474317688706178	214	absent	<2010
SRR8494451	DE_Mun_16_12	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Germany	48	12	0.14723375585246087	65	absent	2010-2017
DrosEu-225	UA_Pol_Pyr_1_2017-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Ukraine	50.3265	32.493228	0.1467141715199269	160	absent	2017-2019
SRR5647742	UA_Che_14_48	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	51	29	0.14671006052301017	47	absent	2010-2017
SRR8494467	TR_Yes_16_39	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Turkey	40	32	0.1460785657188535	140	absent	2010-2017
SRR189374	RG10_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.14601301815690304	260	absent	<2010
SRR5647739	UA_Pyr_14_26	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	33	0.14593399566061438	84	absent	2010-2017
SRR1662283	B04	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.14592417494575768	113	absent	<2010
SRR8494443	FI_Aka_16_6	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	61	24	0.14555464200068516	197	absent	2010-2017
SRR189386	RG28_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.14537558524608885	237	absent	<2010
SRR23876573	H21	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.14535674317688707	47	absent	<2010
SRR189056	ED10N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	7	39	0.1450101632979331	305	absent	<2010
SRR1663583	T07	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.14492691561036886	73	absent	<2010
SRR1663574	N19	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.14419173232842297	103	absent	<2010
SRR189388	RG32N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.14386616421148796	296	absent	<2010
SRR189121	GU7_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Guinea	11	12	0.14371873929427886	260	absent	<2010
SRR189392	RG15_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.14351159072741806	274	absent	<2010
SRR1663595	T39	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.14350462487153134	114	absent	<2010
SRR23876583	H12	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1815	Lund, Sweden	55	13	0.1434728788397853	101	absent	<2010
SRR1663573	N18	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.1431800845038255	116	absent	<2010
SRR5647771	DK_Kar_14_41	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Denmark	56	10	0.14292623044421604	58	absent	2010-2017
SRR189239	KN20N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.14275825054242322	242	absent	<2010
SRR3939104	CA_es_13_spring	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2013	USA	39	-122	0.14255692588786115	117	absent	2010-2017
SRR189045	CO13N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2004	Cameroon	6	10	0.14235023409843553	340	absent	<2010
SRR1663540	B54	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.1422415210688592	156	absent	<2010
SRR1663532	B14	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1995	Beijing, China	40	116	0.1420926116249857	106	absent	<2010
SRR8494458	PO_Brz_16_17	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Poland	54	20	0.14195180998058696	93	absent	2010-2017
SRR1663542	I01	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.141896768299646	63	absent	<2010
SRR1663591	T29A	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.14184960602946214	151	absent	<2010
SRR189083	EZ5N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Ethiopia	8	39	0.1417142857142857	285	absent	<2010
SRR8494457	PT_Rec_16_18	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Portugal	41	-8	0.14157428343039857	74	absent	2010-2017
SRR8494445	FI_Aka_16_5	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Finland	61	24	0.14124586045449355	148	absent	2010-2017
SRR189383	RG22_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.14122028091812264	308	absent	<2010
SRR5647743	UA_Kyi_14_49	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	50	30	0.1412071485668608	76	absent	2010-2017
SRR1663596	T43A	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.14116843667922804	46	absent	<2010
SRR1663608	ZW155	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.14111282402649308	192	absent	<2010
SRR189107	GA160_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.14100982071485668	345	absent	<2010
SRR5647749	TR_Yes_14_03	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Turkey	40	32	0.14032465456206464	47	absent	2010-2017
SRR5647735	SE_Lun_14_30	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Sweden	56	13	0.14023946557040082	110	absent	2010-2017
DrosEu-168	DK_Mid_Kar_1_2019-07-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Denmark	55.945128	10.212586	0.14008153477218224	0	absent	2017-2019
SRR189400	RG7_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.13997293593696472	284	absent	<2010
SRR1663580	T01	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.1399128697042366	101	absent	<2010
SRR189385	RG25_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.13952746374329109	225	absent	<2010
SRR23876572	H22	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.13943279661984698	47	absent	<2010
SRR8061819	WI_cp_14_fall	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	USA	43	-90	0.13933538883179172	240	absent	2010-2017
SRR1663579	N30	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.13908233413269383	121	absent	<2010
SRR5647757	UK_Sou_14_10	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	United Kingdom	56	-3	0.13870092497430628	147	absent	2010-2017
SRR189101	GA129_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.13809900650907844	292	absent	<2010
SRR189104	GA132_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.13740938677629325	307	absent	<2010
SRR5647758	CH_Cha_14_43	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Switzerland	47	7	0.13739077309580908	47	absent	2010-2017
SRR1663585	T10 female	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.1371059723649652	47	absent	<2010
SRR23876576	H19	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.13669395911841956	91	absent	<2010
SRR189100	GA125_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2002	Gabon	-2	14	0.13619664268585133	184	absent	<2010
SRR9951090	ES_Ten_15_15	https://doi.org/10.1038/s41467-022-29518-8	PRJNA559813	Kapun2021	2015	Tenerife, Spain	28	-16	0.1357922804613452	207	absent	2010-2017
SRR1663563	N03	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.13575219824140689	97	absent	<2010
SRR189381	RG2_2-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2008	Rwanda	-2	29	0.13514137261619277	236	absent	<2010
DrosEu-179	UA_Kie_Vys_1_2019-08-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.383359	30.367921	0.1350778805527007	112	absent	2017-2019
SRR23876582	H13	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1815	Lund, Sweden	55	13	0.13439134406760306	51	absent	<2010
SRR5647740	UA_Uma_14_50	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	49	30	0.1340438506337787	47	absent	2010-2017
SRR189251	KO2-1-3_1	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.1337239922347836	204	absent	<2010
SRR1663552	I23	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.133637547105173	156	absent	<2010
SRR8494473	RS_Sla_16_30	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	45	20	0.1335104487838301	79	absent	2010-2017
SRR23876586	H1	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.1333791252712116	115	absent	<2010
SRR189265	UG28N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2005	Uganda	1	33	0.13328811236724905	302	absent	<2010
SRR1663578	N29	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Netherlands	52	5	0.1318800959232614	177	absent	<2010
SRR189242	KN133N_1-HE	https://doi.org/10.1371/journal.pgen.1003080	PRJNA30085	Pool2012	2009	Kenya	0	36	0.13157451181911614	195	absent	<2010
SRR5647732	UA_Dro_14_27	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Ukraine	49	24	0.13130295763389288	100	absent	2010-2017
SRR23876569	H25	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1850	Passau, Germany	49	13	0.13111602146853946	47	absent	<2010
SRR1663551	I22	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2004	Ithaca, USA	42	-76	0.13087233070686308	46	absent	<2010
DrosEu-180	UA_Kie_Vys_1_2019-09-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Ukraine	50.383359	30.367921	0.1307670435080507	39	absent	2017-2019
SRR1663611	ZW185	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	1993	Zimbabwe	-19	29	0.13055726847093754	100	absent	<2010
SRR23876580	H15	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.130171291538198	47	absent	<2010
SRR5647744	DE_Mun_14_31	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2014	Germany	48	12	0.12985542994176089	95	absent	2010-2017
DrosEu-169	GB_Ken_Ken_1_2019-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	United Kingdom	51.351161	0.184561	0.1295334018499486	73	absent	2017-2019
SRR8494474	RS_Sla_16_31	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Serbia	45	20	0.12940972935936965	96	absent	2010-2017
SRR1663588	T23	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.12934269727075484	176	absent	<2010
SRR1663590	T25A	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.1290511590727418	160	absent	<2010
SRR5647746	AT_See_14_44	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2014	Austria	47	14	0.1290266072856001	47	absent	2010-2017
SRR1663597	T45B	https://doi.org/10.1534/g3.114.015883	PRJNA268111	Grenier2015	2003	Tasmania, Australia	-43	147	0.12866324083590272	104	absent	<2010
SRR8494439	AT_See_16_1	https://doi.org/10.1093/molbev/msab259	PRJNA388788	Kapun2021	2016	Austria	47	14	0.1285353431540482	85	absent	2010-2017
SRR8494475	ES_Ben_16_32	https://doi.org/10.1093/molbev/msab259	PRJNA308584	Kapun2021	2016	Spain	37	-3	0.12851593011305243	52	absent	2010-2017
SRR23876570	H24	https://doi.org/10.1371/journal.pbio.3002333	PRJNA945389	Shpak2023	1933	Lund, Sweden	55	13	0.128034600890716	47	absent	<2010
