sample	strain	publication	study	study_id	year	location	lat	lon
SRR23104005	mel276	https://doi.org/10.1126/sciadv.adh3425	PRJNA925116	Chen2024	2020	Chengdu, Sichuan	30	104
SRR23104004	mel277	https://doi.org/10.1126/sciadv.adh3425	PRJNA925117	Chen2024	2020	Chengdu, Sichuan	30	104
SRR23104003	mel278	https://doi.org/10.1126/sciadv.adh3425	PRJNA925118	Chen2024	2020	Suining, Sichuan	30	105
SRR23104002	mel279	https://doi.org/10.1126/sciadv.adh3425	PRJNA925119	Chen2024	2020	Guilin, Guangxi	25	110
SRR23103998	mel281	https://doi.org/10.1126/sciadv.adh3425	PRJNA925120	Chen2024	2020	Bijie, Guizhou	27	106
SRR23103997	mel282	https://doi.org/10.1126/sciadv.adh3425	PRJNA925121	Chen2024	2020	Bijie, Guizhou	27	106
SRR23103996	mel283	https://doi.org/10.1126/sciadv.adh3425	PRJNA925122	Chen2024	2020	Bijie, Guizhou	27	106
SRR23103995	mel285	https://doi.org/10.1126/sciadv.adh3425	PRJNA925123	Chen2024	2020	Changsha, Hunan	28	113
SRR23103994	mel286	https://doi.org/10.1126/sciadv.adh3425	PRJNA925124	Chen2024	2020	Changsha, Hunan	28	113
SRR23103993	mel287	https://doi.org/10.1126/sciadv.adh3425	PRJNA925125	Chen2024	2020	Changsha, Hunan	28	113
SRR23103992	mel288	https://doi.org/10.1126/sciadv.adh3425	PRJNA925126	Chen2024	2020	Changsha, Hunan	28	113
SRR23103991	mel289	https://doi.org/10.1126/sciadv.adh3425	PRJNA925127	Chen2024	2020	Nanning, Guangxi	20	108
SRR23103989	mel290	https://doi.org/10.1126/sciadv.adh3425	PRJNA925128	Chen2024	2020	Nanning, Guangxi	22	108
SRR23103987	mel291	https://doi.org/10.1126/sciadv.adh3425	PRJNA925129	Chen2024	2020	Nanning, Guangxi	22	108
SRR23103986	mel292	https://doi.org/10.1126/sciadv.adh3425	PRJNA925130	Chen2024	2020	Guilin, Guangxi	25	110
DrosEu-71	AU_Vic_Mel_1_2021-04-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Australia	-37.456222	144.940778
DrosEu-216	AU_Vic_Tah_1_2017-12-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Australia	-36.835805	145.095787
DrosEu-103	CH_Fri_Ors_1_2020-08-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.71061	6.98713
DrosEu-113	CH_Vau_Vul_1_2018-09-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Switzerland	46.93947	7.05332
DrosEu-109	CH_Vau_Vul_1_2019-07-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Switzerland	46.93947	7.05332
DrosEu-110	CH_Vau_Vul_1_2019-09-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Switzerland	46.93947	7.05332
DrosEu-111	CH_Vau_Vul_1_2020-07-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.93947	7.05332
DrosEu-112	CH_Vau_Vul_1_2020-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Switzerland	46.93947	7.05332
DrosEu-191	DE_Bad_Bro_1_2017-06-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Germany	48.217898	7.819194
DrosEu-192	DE_Bad_Bro_1_2018-06-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Germany	48.217898	7.819194
DrosEu-193	DE_Bad_Bro_1_2019-07-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.217898	7.819194
DrosEu-194	DE_Bad_Bro_1_2020-07-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	48.217898	7.819194
DrosEu-195	DE_Bad_Bro_1_2020-10-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	48.217898	7.819194
DrosEu-189	DE_Bad_Bro_1_2021-07-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	48.217898	7.819194
DrosEu-190	DE_Bad_Bro_1_2021-10-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	48.217898	7.819194
DrosEu-171	DE_Bad_Wal_1_2019-10-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	47.622135	8.217058
DrosEu-117	DE_Bad_Wal_1_2020-10-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	47.622135	8.217058
DrosEu-231	DE_Bay_Mun_1_2017-06-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Germany	48.18	11.61
DrosEu-232	DE_Bay_Mun_1_2017-09-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Germany	48.18	11.61
DrosEu-144	DE_Bay_Mun_1_2018-06-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Germany	48.18	11.61
DrosEu-145	DE_Bay_Mun_1_2018-09-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Germany	48.18	11.61
DrosEu-91	DE_Bay_Mun_1_2019-06-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.18	11.61
DrosEu-94	DE_Bay_Mun_1_2019-09-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Germany	48.18	11.61
DrosEu-92	DE_Bay_Mun_1_2020-06-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	48.18	11.61
DrosEu-95	DE_Bay_Mun_1_2020-09-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	48.18	11.61
DrosEu-93	DE_Bay_Mun_1_2021-06-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	48.18	11.61
DrosEu-96	DE_Bay_Mun_1_2021-09-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	48.18	11.61
DrosEu-105	DE_Bay_Wue_1_2020-07-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	49.780082	9.974293
DrosEu-106	DE_Bay_Wue_1_2020-09-23	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Germany	49.778659	9.975929
DrosEu-49	DE_Bay_Wue_1_2021-07-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	49.778659	9.975929
DrosEu-48	DE_Bay_Wue_1_2021-10-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	49.780082	9.974293
DrosEu-78	DE_Bra_Ber_1_2021-07-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	52.69907	13.07596
DrosEu-97	DE_Bra_Ber_2_2021-07-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Germany	52.38012	12.86791
DrosEu-234	DK_Mid_Kar_1_2017-08-08	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Denmark	55.945128	10.212586
DrosEu-174	DK_Mid_Kar_1_2018-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Denmark	55.945128	10.212586
DrosEu-175	DK_Mid_Kar_1_2018-10-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Denmark	55.945128	10.212586
DrosEu-168	DK_Mid_Kar_1_2019-07-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Denmark	55.945128	10.212586
DrosEu-237	DK_Mid_Kar_1_2019-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Denmark	55.945128	10.212586
DrosEu-114	DK_Mid_Kar_1_2020-07-31	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Denmark	55.945128	10.212586
DrosEu-115	DK_Mid_Kar_1_2020-10-31	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Denmark	55.945128	10.212586
DrosEu-17	ES_Ciu_Tom_1_2021-10-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Spain	39.1689	-2.9849
DrosEu-14	ES_Ciu_Man_1_2020-08-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Spain	38.97072081	-3.407212046
DrosEu-1	ES_Ciu_Tom_1_2017-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	39.1567614	-3.0497293
DrosEu-12	ES_Ciu_Tom_1_2018-10-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	39.17	-2.97
DrosEu-16	ES_Ciu_Tom_1_2020-09-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Spain	39.1567614	-3.0497293
DrosEu-4	ES_Gra_Ben_1_2017-10-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	37.363279	-3.168799
DrosEu-2	ES_Gra_Cor_1_2017-07-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	37.66177326	-2.796235346
DrosEu-3	ES_Ler_Gim_1_2017-07-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	41.65	0.38
DrosEu-5	ES_Ler_Gim_1_2017-10-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Spain	41.656416	0.388472
DrosEu-7	ES_Ler_Gim_1_2018-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.656416	0.388472
DrosEu-6	ES_Ler_Gim_1_2018-10-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.65	0.38
DrosEu-13	ES_Ler_Gim_1_2019-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Spain	41.656416	0.388472
DrosEu-15	ES_Ler_Gim_1_2020-10-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Spain	41.656416	0.388472
DrosEu-18	ES_Ler_Gim_1_2021-08-31	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Spain	41.651944	0.388889
DrosEu-11	ES_Ler_Pin_1_2018-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.485	0.522
DrosEu-10	ES_Mad_Yep_1_2018-11-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	40.06	-3.53
DrosEu-8	ES_Tol_Vil_1_2018-10-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	39.87	-3.32
DrosEu-9	ES_Zam_Ose_1_2018-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Spain	41.53	-5.68
DrosEu-167	FI_Cen_Jyv_1_2019-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	62	25
DrosEu-217	FI_Pir_Aka_1_2017-07-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Finland	61.1	23.5
DrosEu-218	FI_Pir_Aka_1_2017-09-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Finland	61.1	23.5
DrosEu-163	FI_Pir_Aka_1_2018-07-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Finland	61.1	23.5
DrosEu-164	FI_Pir_Aka_1_2018-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Finland	61.1	23.5
DrosEu-166	FI_Pir_Aka_1_2019-07-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	61.1	23.5
DrosEu-165	FI_Pir_Aka_1_2019-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Finland	61.1	23.5
DrosEu-119	FI_Pir_Aka_1_2020-06-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Finland	61.1	23.5
DrosEu-121	FI_Pir_Aka_1_2020-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Finland	61.1	23.5
DrosEu-84	FI_Pir_Aka_1_2021-07-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Finland	61.1	23.52
DrosEu-83	FI_Pir_Aka_1_2021-09-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Finland	61.1	23.52
DrosEu-54	FR_Ain_Civ_1_2019-06-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	France	45.921	4.882
DrosEu-57	FR_Ain_Ver_1_2017-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	45.9	4.91
DrosEu-100	FR_Cot_Mar_1_2020-08-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	France	47.42884	5.0776
DrosEu-98	FR_Cot_Vie_1_2019-10-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	France	47.26735	5.45608
DrosEu-101	FR_Cot_Vie_1_2020-08-03	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	France	47.26735	5.45608
DrosEu-102	FR_Cot_Vie_1_2021-08-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	France	47.26624	5.45114
DrosEu-208	FR_Ess_Vil_1_2017-08-24	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.75	2.158
DrosEu-209	FR_Ess_Vil_1_2017-10-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.75	2.158
DrosEu-158	FR_Eur_Sai_1_2018-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	France	48.13	1.34
DrosEu-55	FR_Hau_Civ_1_2018-06-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	France	45	4
DrosEu-56	FR_Hau_Civ_1_2018-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	France	45	4
DrosEu-187	FR_Her_Sai_1_2020-11-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	France	43.709061	3.848005
DrosEu-188	FR_Her_Sai_1_2021-06-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	France	43.709061	3.848005
DrosEu-210	FR_Ill_Sai_1_2017-07-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.13	-1.58
DrosEu-211	FR_Ill_Sai_1_2017-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	France	48.13	-1.58
DrosEu-236	GB_Eas_Sus_1_2021-07-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	51.099768	0.164408
DrosEu-51	GB_Eas_Sus_1_2021-09-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	51.099767	0.164407
DrosEu-52	GB_Edi_Edi_1_2021-08-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	55.9323	-3.1951
DrosEu-53	GB_Edi_Edi_1_2021-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	55.9324	-3.1952
DrosEu-186	GB_Fif_Dai_1_2020-MM-DD	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	United Kingdom	56.34716	-2.95054
DrosEu-169	GB_Ken_Ken_1_2019-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	United Kingdom	51.351161	0.184561
DrosEu-206	GB_Nor_Mar_1_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778
DrosEu-207	GB_Nor_Mar_2_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778
DrosEu-213	GB_Nor_Mar_3_2017-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	United Kingdom	52.46086111	0.95902778
DrosEu-116	GB_Per_Dru_1_2020-09-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	United Kingdom	56.32034	-3.78092
DrosEu-50	GB_Per_Mut_1_2021-08-05	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	United Kingdom	56.3204	-3.781
DrosEu-118	GR_Kri_Her_1_2020-07-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Greece	35.32188344	25.11104465
DrosEu-214	GR_Kri_Ira_1_2017-11-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Greece	35.223236	25.108428
DrosEu-146	GR_Kri_Ira_1_2018-10-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Greece	35.223236	25.108428
DrosEu-172	GR_Kri_Ira_1_2019-MM-DD	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Greece	35.30654389	25.08007754
DrosEu-79	GR_Kri_Ira_1_2021-10-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Greece	35.32188344	25.11104465
DrosEu-160	HR_Dub_Her_1_2019-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Montenegro	42.279	18.334
DrosEu-200	HR_Dub_Kam_1_2017-09-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Montenegro	42.282	18.322
DrosEu-135	HU_Pes_Pil_1_2018-07-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Hungary	47.617361	18.892002
DrosEu-134	HU_Pes_Pil_1_2018-10-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Hungary	47.617361	18.892002
DrosEu-137	HU_Pes_Pil_1_2020-08-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Hungary	47.617361	18.892002
DrosEu-233	PT_Por_Rec_1_2018-10-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Portugal	41.15	-8.41
DrosEu-75	IT_Tre_San_1_2019-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Italy	46.191059	11.135751
DrosEu-74	IT_Tre_San_1_2021-06-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Italy	46.187389	11.13636
DrosEu-73	IT_Tre_San_1_2021-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Italy	46.18739	11.13637
DrosEu-204	MA_Ori_Ber_1_2017-07-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Morocco	34.95628944	-2.265683413
DrosEu-205	MA_Ori_Ber_1_2017-09-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Morocco	34.95628944	-2.265683413
DrosEu-173	MA_Ori_Ber_1_2018-07-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Morocco	35.02990908	-2.402129163
DrosEu-170	MA_Ori_Ber_1_2019-09-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Morocco	35.02990908	-2.402129163
DrosEu-89	MA_Ori_Ber_1_2020-09-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Morocco	35.0299088	-2.400933
DrosEu-196	MA_Ori_Nad_1_2016-07-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2016	Morocco	35.032167	-2.394361
DrosEu-197	MA_Ori_Nad_1_2016-10-04	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2016	Morocco	35.032167	-2.394361
DrosEu-88	MA_Tan_Lar_1_2021-09-06	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Morocco	35.14673389	-6.149771446
DrosEu-212	NL_Gro_Gro_1_2017-10-11	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Netherlands	53.1512	6.3034
DrosEu-90	NL_Gro_Gro_1_2019-10-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Netherlands	53.1512	6.3034
DrosEu-108	NL_Gro_Gro_1_2020-10-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Netherlands	53.15917	6.3066700000000004
DrosEu-139	PL_Lub_Lub_1_2019-09-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Poland	51.2315	22.524833
DrosEu-228	PL_War_Brz_1_2017-08-20	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Poland	54.2735	19.620167
DrosEu-60	RS_Kol_Sla_1_2021-09-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Serbia	44.15	20.18
DrosEu-59	RS_Kol_Sla_1_2021-MM-DD	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Serbia	44.104161	19.981698
DrosEu-58	RS_Mac_Zaj_1_2020-09-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Serbia	44.4455	19.2512
DrosEu-162	RS_Pod_Sta_1_2019-09-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Serbia	44.59	20.9
DrosEu-198	RS_Sre_Sla_1_2017-06-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Serbia	45.13	20.25
DrosEu-199	RS_Sre_Sla_1_2017-09-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Serbia	45.13	20.25
DrosEu-159	RS_Sre_Sla_1_2019-06-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Serbia	45.09	20.18
DrosEu-161	RS_Sre_Sta_1_2019-07-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Serbia	44.9863	20.1664
DrosEu-61	RS_Sre_Sta_1_2020-07-02	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Serbia	44.9863	20.1667
DrosEu-63	RS_Sre_Sta_1_2020-09-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Serbia	44.9863	20.1667
DrosEu-62	RS_Sre_Sta_1_2021-06-22	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Serbia	44.9863	20.1667
DrosEu-201	RU_Nov_Val_1_2017-08-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	58.02444	33.235277
DrosEu-202	RU_Nov_Val_1_2017-10-01	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	58.02444	33.235277
DrosEu-155	RU_Nov_Val_1_2018-08-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Russia	58.02444	33.235277
DrosEu-156	RU_Vla_Ale_1_2017-08-15	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Russia	56.41472	38.71611
DrosEu-203	RU_Vla_Ale_1_2018-09-09	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Russia	56.41472	38.71611
DrosEu-157	RU_Vla_Ale_1_2018-10-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Russia	56.41472	38.71611
DrosEu-19	TR_Ank_Yes_1_2017-06-07	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231444	32.260328
DrosEu-20	TR_Ank_Yes_1_2017-06-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231445	32.260329
DrosEu-21	TR_Ank_Yes_1_2017-07-29	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231446	32.26033
DrosEu-22	TR_Ank_Yes_1_2017-08-30	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231447	32.260331
DrosEu-23	TR_Ank_Yes_1_2017-09-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231448	32.260332
DrosEu-24	TR_Ank_Yes_1_2017-10-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2017	Turkey	40.231449	32.260333
DrosEu-25	TR_Ank_Yes_1_2018-05-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-26	TR_Ank_Yes_1_2018-06-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-27	TR_Ank_Yes_1_2018-07-28	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-28	TR_Ank_Yes_1_2018-08-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-29	TR_Ank_Yes_1_2018-09-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-30	TR_Ank_Yes_1_2018-10-12	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2018	Turkey	40.231444	32.260328
DrosEu-31	TR_Ank_Yes_1_2019-06-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Turkey	40.231444	32.260328
DrosEu-33	TR_Ank_Yes_1_2019-08-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Turkey	40.231444	32.260328
DrosEu-34	TR_Ank_Yes_1_2019-09-17	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Turkey	40.231444	32.260328
DrosEu-35	TR_Ank_Yes_1_2019-10-10	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2019	Turkey	40.231444	32.260328
DrosEu-36	TR_Ank_Yes_1_2020-05-21	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-37	TR_Ank_Yes_1_2020-06-26	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-38	TR_Ank_Yes_1_2020-07-13	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-39	TR_Ank_Yes_1_2020-08-18	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-40	TR_Ank_Yes_1_2020-09-16	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-41	TR_Ank_Yes_1_2020-10-14	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2020	Turkey	40.231444	32.260328
DrosEu-42	TR_Ank_Yes_1_2021-05-19	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231444	32.260328
DrosEu-43	TR_Ank_Yes_1_2021-06-25	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231445	32.260329
DrosEu-44	TR_Ank_Yes_1_2021-07-27	https://doi.org/10.1101/2024.11.10.622744	DEST2	Nunez2024	2021	Turkey	40.231446	32.26033
