sampleId	sampleId_orig	locality	lat	long	continent	country	city	province	min_day	max_day	min_month	max_month	year	jday	exactDate	sr_season	bio_rep	tech_rep	exp_rep	loc_rep	fruit_type	subsample	nFlies	fly_type	library_type	sampling_strategy	seq_platform	set	collector	SRA_Accession	reference	SequencingId	low_qual	DIN	DNA_result	DNA_Status	library_result	totalreads	SimCont.Norm	pcrdup	pNpS	private	Cov	Miss	Recommendation	collapsedSamples	N	cluster1.0	cluster2.0_k4	cluster2.0_k5	cluster2.0_k8	fruit_type_curated
AU_Que_Yep_10_2014-05-16	AU_SQ2-30C-100_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449033	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016146469	0.505641	0.332906393	3.731427587	9.643843909	0.053171452	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_1_2014-05-16	AU_SQ2-20C-005_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449009	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016631119	0.510369	0.328929053	4.16378731	15.2823414	0.029688579	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_2_2014-05-16	AU_SQ2-20C-025_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448980	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016265047	0.500535	0.346455528	3.616160313	7.959218753	0.111479464	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_3_2014-05-16	AU_SQ2-20C-075_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448993	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016206708	0.509937	0.319897685	3.693463127	9.600739416	0.050527948	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_4_2014-05-16	AU_SQ2-20C-095_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448963	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016004871	0.507225	0.3459791	3.595385981	8.260951751	0.090869163	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_5_2014-05-16	AU_SQ2-20C-100_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448923	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.0164848	0.503232	0.323451615	3.831677849	10.8336496	0.039402132	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_6_2014-05-16	AU_SQ2-30C-005_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449013	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016315815	0.50669	0.330856934	3.754195388	10.46590933	0.043307452	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_7_2014-05-16	AU_SQ2-30C-025_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448974	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016200643	0.501172	0.345833235	3.663040975	8.347121681	0.093256906	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_8_2014-05-16	AU_SQ2-30C-075_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448951	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016169018	0.538536	0.338555122	3.632052167	9.697645698	0.055284993	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Que_Yep_9_2014-05-16	AU_SQ2-30C-095_NA_May_2014	AU_Que_Yep	-23.13	150.73	Oceania	Australia	Yeppoon	Queensland	1	30	5	5	2014	136	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448914	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.016115913	0.50625	0.373085994	3.631037697	6.927396277	0.187669344	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_0_2014-04-16	NA	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	NA	NA	NA	NA	NA	0	634	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449036;SRR8449046;SRR8448998;SRR8448943;SRR8449066;SRR8448920;SRR8449024;SRR8449004;SRR8448933;SRR8449055	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015355957	0.516509	NA	NA	67.6185805	0.048319169	Pass	AU_Sou_MtG_10_2014-04-16;AU_Sou_MtG_1_2014-04-16;AU_Sou_MtG_2_2014-04-16;AU_Sou_MtG_3_2014-04-16;AU_Sou_MtG_4_2014-04-16;AU_Sou_MtG_5_2014-04-16;AU_Sou_MtG_6_2014-04-16;AU_Sou_MtG_7_2014-04-16;AU_Sou_MtG_8_2014-04-16;AU_Sou_MtG_9_2014-04-16	10	2	3	2	2	NA
AU_Sou_MtG_10_2014-04-16	AU_SA-30C-100_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449036	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015413566	0.506896	0.326721012	3.485437481	7.416957084	0.115575512	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_1_2014-04-16	AU_SA-20C-005_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449046	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015618258	0.504275	0.328678955	3.509068045	7.838723374	0.092482346	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_2_2014-04-16	AU_SA-20C-025_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448998	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015336941	0.502659	0.320317821	3.479719235	8.18899654	0.083777759	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_3_2014-04-16	AU_SA-20C-075_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448943	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015149917	0.507003	0.314387645	3.555457217	9.566210573	0.049435507	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_4_2014-04-16	AU_SA-20C-095_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449066	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015147839	0.501122	0.340865442	3.508798965	6.811108441	0.175978138	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_5_2014-04-16	AU_SA-20C-100_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448920	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015279153	0.501526	0.337570657	3.626340367	7.275803134	0.129104116	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_6_2014-04-16	AU_SA-30C-005_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449024	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015320043	0.542882	0.334391436	3.527629901	8.06552428	0.089148241	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_7_2014-04-16	AU_SA-30C-025_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449004	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015003812	0.502658	0.318789192	3.564429327	10.03753204	0.045019638	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_8_2014-04-16	AU_SA-30C-075_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448933	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015269603	0.502883	0.321869177	3.743979865	9.886756397	0.04484444	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Sou_MtG_9_2014-04-16	AU_SA-30C-095_NA_Apr_2014	AU_Sou_MtG	-37.82	140.77	Oceania	Australia	MtGambier	South Australia	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449055	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015224266	0.501383	0.327729476	3.623869268	8.600887799	0.069386267	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_0_2014-04-16	NA	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	NA	NA	NA	NA	NA	0	634	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449029;SRR8449043;SRR8448984;SRR8448946;SRR8448969;SRR8448927;SRR8449021;SRR8448978;SRR8448936;SRR8448918	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015331956	0.505994	NA	NA	72.46316771	0.048629281	Pass	AU_Tas_Hil_10_2014-04-16;AU_Tas_Hil_1_2014-04-16;AU_Tas_Hil_2_2014-04-16;AU_Tas_Hil_3_2014-04-16;AU_Tas_Hil_4_2014-04-16;AU_Tas_Hil_5_2014-04-16;AU_Tas_Hil_6_2014-04-16;AU_Tas_Hil_7_2014-04-16;AU_Tas_Hil_8_2014-04-16;AU_Tas_Hil_9_2014-04-16	10	2	3	2	2	NA
AU_Tas_Hil_10_2014-04-16	AU_STS-30C-100_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449029	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015271508	0.502953	0.325871828	3.618884485	8.384050383	0.071662389	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_1_2014-04-16	AU_STS-20C-005_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449043	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015197978	0.498329	0.344576589	3.63447727	7.886024596	0.099693621	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_2_2014-04-16	AU_STS-20C-025_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448984	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015455257	0.497138	0.334019986	3.630224411	7.974140637	0.089235597	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_3_2014-04-16	AU_STS-20C-075_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448946	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015278178	0.495824	0.3359921	4.14594187	14.29586884	0.03138475	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_4_2014-04-16	AU_STS-20C-095_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448969	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015249448	0.499319	0.353690884	3.601734148	6.633701546	0.192138113	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_5_2014-04-16	AU_STS-20C-100_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448927	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015205433	0.498535	0.337661568	3.788168371	8.575224617	0.067957504	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_6_2014-04-16	AU_STS-30C-005_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449021	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015282559	0.498972	0.349233049	3.434728542	6.044461955	0.27386251	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_7_2014-04-16	AU_STS-30C-025_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448978	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015433382	0.497962	0.313327045	3.622421274	10.94571646	0.044285844	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_8_2014-04-16	AU_STS-30C-075_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448936	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015016247	0.499748	0.32459435	3.688241796	8.890934962	0.062403574	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Hil_9_2014-04-16	AU_STS-30C-095_NA_Apr_2014	AU_Tas_Hil	-43	146.9	Oceania	Australia	Hillwood	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448918	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015174419	0.500136	0.341910039	3.911902996	8.769641425	0.064832084	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_0_2014-04-16	NA	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	NA	NA	NA	NA	NA	0	634	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449028;SRR8449042;SRR8448985;SRR8448947;SRR8448968;SRR8448926;SRR8449020;SRR8448979;SRR8448937;SRR8448917	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015406185	0.509403	NA	NA	79.72013662	0.050352828	Pass	AU_Tas_Luc_10_2014-04-16;AU_Tas_Luc_1_2014-04-16;AU_Tas_Luc_2_2014-04-16;AU_Tas_Luc_3_2014-04-16;AU_Tas_Luc_4_2014-04-16;AU_Tas_Luc_5_2014-04-16;AU_Tas_Luc_6_2014-04-16;AU_Tas_Luc_7_2014-04-16;AU_Tas_Luc_8_2014-04-16;AU_Tas_Luc_9_2014-04-16	10	2	3	2	2	NA
AU_Tas_Luc_10_2014-04-16	AU_NTS-30C-100_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_100	NA	NA	10	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449028	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015331184	0.503532	0.318760386	3.600537294	8.504993168	0.065950732	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_1_2014-04-16	AU_NTS-20C-005_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_005	NA	NA	1	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449042	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015305132	0.502281	0.346214613	3.704407927	7.264889114	0.132495002	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_2_2014-04-16	AU_NTS-20C-025_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_025	NA	NA	2	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448985	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.01532371	0.498287	0.316124719	3.750431249	13.98082003	0.031926846	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_3_2014-04-16	AU_NTS-20C-075_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_075	NA	NA	3	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448947	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015115168	0.502524	0.350232107	3.727622578	7.378645019	0.127089093	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_4_2014-04-16	AU_NTS-20C-095_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_095	NA	NA	4	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448968	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015212302	0.499982	0.345845585	3.750970984	7.76943123	0.102182795	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_5_2014-04-16	AU_NTS-20C-100_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	20C_100	NA	NA	5	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448926	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015158756	0.500444	0.318142775	3.656385719	9.89209411	0.045338004	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_6_2014-04-16	AU_NTS-30C-005_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_005	NA	NA	6	24	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8449020	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015344564	0.502497	0.320734494	3.781468143	11.41476155	0.034484934	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_7_2014-04-16	AU_NTS-30C-025_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_025	NA	NA	7	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448979	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015135559	0.500118	0.319189086	3.477265995	9.517828776	0.050170758	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_8_2014-04-16	AU_NTS-30C-075_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_075	NA	NA	8	125	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448937	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015719486	0.498277	0.334045429	4.15932652	13.13796771	0.037724888	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Luc_9_2014-04-16	AU_NTS-30C-095_NA_Apr_2014	AU_Tas_Luc	-41.23	146.98	Oceania	Australia	Lucaston	Tasmania	1	30	4	4	2014	106	FALSE	NA	BR-1	TR-1	30C_095	NA	NA	9	72	isofemale	pooled	NA	Illumina NextSeq 500	dest_plus	Fournier-Level et al	SRR8448917	https://doi.org/10.1038/s41559-019-0837-y	NA	NA	NA	NA	NA	NA	NA	0.015245441	0.500139	0.344855871	3.729245807	7.672428164	0.107962396	Collapse	NA	NA	NA	NA	NA	NA	NA
AU_Tas_Sor_1_2004-07-01	T	AU_Tas_Sor	-42.77	147.56	Oceania	Australia	Sorell	Tasmania	1	30	1	12	2004	183	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	18	NA	inbred_line	NA	NA	dgn	Hoffmann	NA	https://doi.org/10.1093/molbev/msab259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Pass	NA	NA	NA	4	3	4	NA
AU_Tas_Tas_1_2004-07-01	AU_tas1_NA_NA_2004	AU_Tas_Tas	-42.061824	146.738165	Oceania	Australia	Tasmania	Tasmania	1	30	1	12	2004	183	FALSE	NA	BR-1	TR-1	NA	NA	NA	1	15	isofemale	pooled	NA	Illumina GA2	dest_plus	Reinhardt et al	SRR1177955	https://doi.org/10.1534/genetics.114.161463	NA	NA	NA	NA	NA	NA	NA	0.011943148	0.092994	0.397155695	3.481299273	11.52819373	0.132945859	Pass	NA	NA	2	3	2	2	NA
AU_Tas_Tas_2_2004-07-01	AU_tas2_NA_NA_2004	AU_Tas_Tas	-42.061824	146.738165	Oceania	Australia	Tasmania	Tasmania	1	30	1	12	2004	183	FALSE	NA	BR-1	TR-2	NA	NA	NA	2	15	isofemale	pooled	NA	Illumina GA2	dest_plus	Reinhardt et al	SRR1177953	https://doi.org/10.1534/genetics.114.161463	NA	NA	NA	NA	NA	NA	NA	0.012423609	0.063011	0.393881178	3.755874856	7.909151312	0.187038436	Pass	NA	NA	2	3	2	2	NA
